description,effective_domain_size,goshv,intersection_size,intersections,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size,source_order,group_id
Complement cascade,11004,41175,13,"[[], ['REAC'], [], ['REAC'], [], [], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Complement cascade,REAC:R-HSA-166658,1.2598836453616752e-08,['REAC:R-HSA-168249'],0.1262135922330097,query_1,103,0.11711711711711711,True,REAC,111,392,15
Leishmania infection,11004,42106,15,"[[], ['REAC'], [], ['REAC'], [], ['REAC'], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], []]",Leishmania infection,REAC:R-HSA-9658195,5.454214804998205e-07,['REAC:R-HSA-9824443'],0.14563106796116504,query_1,103,0.07009345794392523,True,REAC,214,1323,13
Parasitic Infection Pathways,11004,42513,15,"[[], ['REAC'], [], ['REAC'], [], ['REAC'], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], []]",Parasitic Infection Pathways,REAC:R-HSA-9824443,5.454214804998205e-07,['REAC:R-HSA-5663205'],0.14563106796116504,query_1,103,0.07009345794392523,True,REAC,214,1730,13
Potential therapeutics for SARS,11004,42581,13,"[[], ['REAC'], [], ['REAC'], [], [], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Potential therapeutics for SARS,REAC:R-HSA-9679191,5.69286169358609e-07,['REAC:R-HSA-9679506'],0.1262135922330097,query_1,103,0.08666666666666667,True,REAC,150,1798,20
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,11004,41967,14,"[[], ['REAC'], [], ['REAC'], [], [], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], ['REAC'], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,REAC:R-HSA-198933,6.074406578877294e-07,['REAC:R-HSA-1280218'],0.13592233009708737,query_1,103,0.07692307692307693,True,REAC,182,1184,14
FCERI mediated NF-kB activation,11004,41687,12,"[[], ['REAC'], [], ['REAC'], [], [], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",FCERI mediated NF-kB activation,REAC:R-HSA-2871837,2.09626545095938e-06,['REAC:R-HSA-2454202'],0.11650485436893204,query_1,103,0.08823529411764706,True,REAC,136,904,16
"""Binding to an antigen, any substance which is capable of inducing a specific immune response and of reacting with the products of that response, the specific antibody or specifically sensitized T-lymphocytes, or both. Binding may counteract the biological activity of the antigen. Antigen binding by an MHC protein complex allows the antigen to be displayed to a T cell or NK cell."" [GOC:jl, ISBN:0198506732, ISBN:0721662544]",20246,355,12,"[[], ['NAS'], [], ['NAS'], [], [], ['NAS'], [], ['NAS'], [], [], [], [], [], [], [], [], [], [], ['IBA', 'NAS'], [], [], [], [], [], ['NAS'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['NAS'], [], [], [], [], [], [], [], [], ['NAS'], [], [], [], ['NAS'], [], ['NAS'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['NAS'], [], [], [], [], [], [], [], ['NAS'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",antigen binding,GO:0003823,3.3123939239830503e-06,['GO:0005488'],0.0821917808219178,query_1,146,0.06896551724137931,True,GO:MF,174,355,2
Vesicle-mediated transport,11004,43446,24,"[[], ['REAC'], [], ['REAC'], [], ['REAC'], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], ['REAC'], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], ['REAC'], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], ['REAC'], ['REAC'], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], []]",Vesicle-mediated transport,REAC:R-HSA-5653656,1.484140285794864e-05,['REAC:0000000'],0.23300970873786409,query_1,103,0.03337969401947149,True,REAC,719,2663,18
Signaling by the B Cell Receptor (BCR),11004,43128,12,"[[], ['REAC'], [], ['REAC'], [], [], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Signaling by the B Cell Receptor (BCR),REAC:R-HSA-983705,1.6280779652210512e-05,['REAC:R-HSA-1280218'],0.11650485436893204,query_1,103,0.0736196319018405,True,REAC,163,2345,14
Fc epsilon receptor (FCERI) signaling,11004,41729,12,"[[], ['REAC'], [], ['REAC'], [], [], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Fc epsilon receptor (FCERI) signaling,REAC:R-HSA-2454202,5.518905225665876e-05,['REAC:R-HSA-168249'],0.11650485436893204,query_1,103,0.06593406593406594,True,REAC,182,946,16
"""That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."" [ISBN:0198547684]",22149,36417,47,"[[], ['IBA'], [], ['IBA'], ['IBA'], ['HDA'], ['HDA', 'IBA'], [], ['HDA', 'IBA'], [], [], [], [], [], [], ['HDA', 'IBA'], [], ['HDA'], ['HDA'], [], [], [], [], [], ['HDA'], ['IDA', 'HDA', 'IBA'], ['HDA', 'IBA'], ['HDA'], [], ['IDA', 'IPI', 'HDA', 'IEA'], ['HDA'], [], [], [], ['IBA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IBA', 'TAS', 'IEA'], [], [], [], [], [], [], ['IBA'], ['IDA', 'HDA', 'ISS', 'IBA', 'IEA'], ['HDA'], ['IBA'], [], [], [], [], [], [], [], [], [], [], ['HDA'], ['HDA', 'IBA'], [], [], [], ['HDA'], [], [], [], [], ['HDA', 'IBA'], [], ['HDA'], [], ['HDA', 'IBA'], [], ['IBA'], ['IDA', 'HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], ['HDA'], [], ['HDA'], [], [], ['HDA', 'IBA', 'TAS', 'NAS'], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], ['HDA', 'IBA', 'IEA'], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], ['HDA'], [], [], [], [], [], [], ['IBA'], [], [], [], [], [], [], ['HDA'], ['HDA', 'IBA'], [], [], ['IDA', 'HDA', 'IBA', 'IEA'], [], [], [], [], [], [], ['HDA'], [], [], ['HDA'], [], [], [], [], ['HDA'], ['HDA'], ['HDA'], []]",extracellular space,GO:0005615,0.0003626891093654394,"['GO:0005576', 'GO:0110165']",0.30128205128205127,query_1,156,0.014177978883861237,True,GO:CC,3315,227,5
Hemostasis,11004,41914,21,"[[], ['REAC'], [], ['REAC'], [], [], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], ['REAC'], [], ['REAC'], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], ['REAC'], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], [], [], [], [], ['REAC'], [], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Hemostasis,REAC:R-HSA-109582,0.0004051079243931748,['REAC:0000000'],0.20388349514563106,query_1,103,0.03111111111111111,True,REAC,675,1131,19
ECM-receptor interaction,8484,40527,7,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['KEGG'], [], [], [], [], [], [], [], [], ['KEGG'], [], [], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['KEGG'], [], [], [], [], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",ECM-receptor interaction,KEGG:04512,0.0005461709976432243,['KEGG:00000'],0.10144927536231885,query_1,69,0.07865168539325842,True,KEGG,89,314,9
"""Any vesicle that is part of the extracellular region."" [GO_REF:0000064, GOC:pm, GOC:TermGenie, PMID:24769233]",22149,39847,35,"[[], [], [], [], [], ['HDA'], ['HDA'], [], ['HDA'], [], [], [], [], [], [], ['HDA'], [], ['HDA'], ['HDA'], [], [], [], [], [], ['HDA'], ['HDA'], ['HDA'], ['HDA'], [], ['IDA', 'HDA'], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], [], ['HDA'], [], [], [], [], ['HDA'], [], ['HDA'], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], ['HDA'], [], ['HDA'], [], [], ['HDA'], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], ['IEA'], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], ['HDA'], [], [], [], [], [], [], ['HDA'], [], [], ['HDA'], [], [], [], [], ['HDA'], ['HDA'], ['HDA'], []]",extracellular vesicle,GO:1903561,0.0005844595914955089,"['GO:0031982', 'GO:0065010']",0.22435897435897437,query_1,156,0.016347501167678656,True,GO:CC,2141,3657,5
"""Organized structure of distinctive morphology and function, occurring outside the cell. Includes, for example, extracellular membrane vesicles (EMVs) and the cellulosomes of anaerobic bacteria and fungi."" [GOC:jl, PMID:9914479]",22149,38034,35,"[[], [], [], [], [], ['HDA'], ['HDA'], [], ['HDA'], [], [], [], [], [], [], ['HDA'], [], ['HDA'], ['HDA'], [], [], [], [], [], ['HDA'], ['HDA'], ['HDA'], ['HDA'], [], ['IDA', 'HDA'], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], [], ['HDA'], [], [], [], [], ['HDA'], [], ['HDA'], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], ['HDA'], [], ['HDA'], [], [], ['HDA'], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], ['IEA'], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], ['HDA'], [], [], [], [], [], [], ['HDA'], [], [], ['HDA'], [], [], [], [], ['HDA'], ['HDA'], ['HDA'], []]",extracellular organelle,GO:0043230,0.0005907372617593866,"['GO:0005576', 'GO:0043226']",0.22435897435897437,query_1,156,0.016339869281045753,True,GO:CC,2142,1844,5
"""Organized structure of distinctive morphology and function, bounded by a lipid bilayer membrane and occurring outside the cell."" [GOC:isa_complete]",22149,38523,35,"[[], [], [], [], [], ['HDA'], ['HDA'], [], ['HDA'], [], [], [], [], [], [], ['HDA'], [], ['HDA'], ['HDA'], [], [], [], [], [], ['HDA'], ['HDA'], ['HDA'], ['HDA'], [], ['IDA', 'HDA'], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], [], ['HDA'], [], [], [], [], ['HDA'], [], ['HDA'], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], ['HDA'], [], ['HDA'], [], [], ['HDA'], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], ['IEA'], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], ['HDA'], [], [], [], [], [], [], ['HDA'], [], [], ['HDA'], [], [], [], [], ['HDA'], ['HDA'], ['HDA'], []]",extracellular membrane-bounded organelle,GO:0065010,0.0005907372617593866,"['GO:0043227', 'GO:0043230']",0.22435897435897437,query_1,156,0.016339869281045753,True,GO:CC,2142,2333,5
"""A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."" [GOC:BHF, GOC:mah, GOC:vesicles, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]",22149,38543,34,"[[], [], [], [], [], ['HDA'], ['HDA'], [], ['HDA'], [], [], [], [], [], [], ['HDA'], [], ['HDA'], ['HDA'], [], [], [], [], [], ['HDA'], ['HDA'], ['HDA'], ['HDA'], [], ['IDA', 'HDA'], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], [], ['HDA'], [], [], [], [], ['HDA'], [], ['HDA'], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], ['HDA'], [], ['HDA'], [], [], ['HDA'], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], ['HDA'], [], [], [], [], [], [], ['HDA'], [], [], ['HDA'], [], [], [], [], ['HDA'], ['HDA'], ['HDA'], []]",extracellular exosome,GO:0070062,0.0011851516232928058,"['GO:0005615', 'GO:1903561']",0.21794871794871795,query_1,156,0.016106110847939364,True,GO:CC,2111,2353,5
"""Any small, fluid-filled, spherical organelle enclosed by membrane."" [GOC:mah, GOC:pz, GOC:vesicles]",22149,37389,52,"[[], [], [], [], [], ['IDA', 'HDA', 'ISS'], ['HDA'], [], ['HDA'], [], [], [], [], [], [], ['HDA'], [], ['HDA', 'IEA'], ['HDA'], [], [], [], [], [], ['HDA'], ['HDA'], ['HDA'], ['HDA'], [], ['IDA', 'HDA', 'TAS'], ['HDA', 'IBA', 'TAS', 'IEA'], [], [], ['IDA', 'IBA', 'IEA'], [], [], [], ['IDA', 'IBA', 'IEA'], [], ['IDA', 'IEA'], [], ['IDA', 'IPI', 'IBA', 'NAS', 'IEA'], [], [], ['IDA', 'IMP', 'ISS', 'TAS', 'IEA'], [], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA', 'TAS', 'IEA'], ['HDA'], [], [], [], [], [], ['IDA', 'IEA'], [], [], [], [], [], ['HDA'], [], ['IDA', 'IEA'], [], [], ['HDA'], [], [], [], [], ['HDA'], [], ['HDA'], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['ISS', 'IEA'], [], [], [], [], [], [], [], ['IEA'], [], [], ['HDA'], ['HDA'], [], ['HDA'], [], [], ['HDA'], [], [], [], [], ['IDA', 'HDA', 'IBA', 'IEA'], [], [], [], ['IDA', 'IEA'], [], [], [], [], ['ISS', 'IEA'], ['NAS', 'IEA'], ['HDA'], [], [], [], [], [], [], [], [], ['IEA'], [], [], ['IEA'], [], ['IBA'], ['IDA', 'IBA', 'IEA'], [], [], ['HDA'], [], [], [], ['HDA', 'IEA'], [], [], [], [], [], [], [], [], [], [], ['TAS'], [], [], ['HDA', 'TAS', 'IEA'], [], [], [], ['HDA'], [], [], [], [], [], [], ['HDA'], [], [], ['HDA'], [], [], [], [], ['HDA', 'ISS', 'IEA'], ['HDA'], ['HDA', 'TAS', 'IEA'], []]",vesicle,GO:0031982,0.0013948715736390727,['GO:0043227'],0.3333333333333333,query_1,156,0.012893627572526656,True,GO:CC,4033,1199,5
"""A phospholipid microvesicle that is derived from any of several cell types, such as platelets, blood cells, endothelial cells, or others, and contains membrane receptors as well as other proteins characteristic of the parental cell. Microparticles are heterogeneous in size, and are characterized as microvesicles free of nucleic acids."" [GOC:BHF, GOC:mah, PMID:16373184]",22149,38936,8,"[[], [], [], [], [], [], ['HDA'], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",blood microparticle,GO:0072562,0.0022053479758018775,"['GO:0005615', 'GO:0110165']",0.05128205128205128,query_1,156,0.05755395683453238,True,GO:CC,139,2746,5
